Time	X_Setpt	X_FB	Y_Setpt	Y_FB	Theta_Setpt	Theta_FB	Motion Status	
20200424_205155.848792	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5668	0	
20200424_205155.946889	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.5669	0	
20200424_205156.047577	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.5671	0	
20200424_205156.146830	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.567	0	
20200424_205156.246831	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5667	0	
20200424_205156.347036	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5666	0	
20200424_205156.446863	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.567	0	
20200424_205156.547156	-9.18485099361e-17	0.0072	-0.5	-0.4919	-1.57079632679	-1.5671	0	
20200424_205156.647018	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5667	0	
20200424_205156.747358	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.5667	0	
20200424_205156.847763	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.5669	0	
20200424_205156.947111	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.5669	0	
20200424_205157.046878	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5669	0	
20200424_205157.147229	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5669	0	
20200424_205157.247315	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.567	0	
20200424_205157.346995	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5667	0	
20200424_205157.446898	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5668	0	
20200424_205157.546999	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5668	0	
20200424_205157.646871	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.5671	0	
20200424_205157.747409	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.5669	0	
20200424_205157.847323	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5669	0	
20200424_205157.947091	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5669	0	
20200424_205158.047251	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.5669	0	
20200424_205158.146795	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.567	0	
20200424_205158.246949	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.5667	0	
20200424_205158.348288	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5669	0	
20200424_205158.447605	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.567	0	
20200424_205158.546869	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5667	0	
20200424_205158.646866	-9.18485099361e-17	0.0073	-0.5	-0.492	-1.57079632679	-1.5667	0	
20200424_205158.747214	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.5669	0	
20200424_205158.846851	-9.18485099361e-17	0.0073	-0.5	-0.4919	-1.57079632679	-1.5667	0	
20200424_205158.947642	0.352671151375	0.0073	-0.485410196625	-0.4921	-0.942477796077	-1.5612	1	
20200424_205159.046895	0.352671151375	0.0068	-0.485410196625	-0.4955	-0.942477796077	-1.5192	1	
20200424_205159.147480	0.352671151375	0.006	-0.485410196625	-0.5002	-0.942477796077	-1.4578	1	
20200424_205159.247865	0.352671151375	0.0051	-0.485410196625	-0.5092	-0.942477796077	-1.3367	1	
20200424_205159.347562	0.352671151375	0.0053	-0.485410196625	-0.5209	-0.942477796077	-1.2372	1	
20200424_205159.447494	0.352671151375	0.0064	-0.485410196625	-0.5326	-0.942477796077	-1.0984	1	
20200424_205159.548023	0.352671151375	0.0087	-0.485410196625	-0.5437	-0.942477796077	-0.9705	1	
20200424_205159.646940	0.352671151375	0.0118	-0.485410196625	-0.5526	-0.942477796077	-0.8536	1	
20200424_205159.747390	0.352671151375	0.0161	-0.485410196625	-0.5626	-0.942477796077	-0.7261	1	
20200424_205159.847223	0.352671151375	0.0232	-0.485410196625	-0.5721	-0.942477796077	-0.6007	1	
20200424_205159.948002	0.352671151375	0.0306	-0.485410196625	-0.5812	-0.942477796077	-0.4673	1	
20200424_205200.047241	0.352671151375	0.0367	-0.485410196625	-0.5877	-0.942477796077	-0.3475	1	
20200424_205200.148681	0.352671151375	0.046	-0.485410196625	-0.5946	-0.942477796077	-0.2168	1	
20200424_205200.247089	0.352671151375	0.0566	-0.485410196625	-0.6001	-0.942477796077	-0.0911	1	
20200424_205200.347590	0.352671151375	0.0675	-0.485410196625	-0.6041	-0.942477796077	0.0404	1	
20200424_205200.447064	0.352671151375	0.0798	-0.485410196625	-0.6061	-0.942477796077	0.1479	1	
20200424_205200.547180	0.352671151375	0.0936	-0.485410196625	-0.6063	-0.942477796077	0.2396	1	
20200424_205200.647400	0.352671151375	0.109	-0.485410196625	-0.6031	-0.942477796077	0.3021	1	
20200424_205200.747807	0.352671151375	0.1252	-0.485410196625	-0.5999	-0.942477796077	0.3622	1	
20200424_205200.847441	0.352671151375	0.142	-0.485410196625	-0.5942	-0.942477796077	0.3947	1	
20200424_205200.947641	0.352671151375	0.1594	-0.485410196625	-0.5882	-0.942477796077	0.4251	1	
20200424_205201.047730	0.352671151375	0.1777	-0.485410196625	-0.5798	-0.942477796077	0.4541	1	
20200424_205201.147556	0.352671151375	0.1932	-0.485410196625	-0.573	-0.942477796077	0.4478	1	
20200424_205201.247243	0.352671151375	0.2103	-0.485410196625	-0.5645	-0.942477796077	0.4524	1	
20200424_205201.347672	0.352671151375	0.2263	-0.485410196625	-0.5558	-0.942477796077	0.4578	1	
20200424_205201.447016	0.352671151375	0.2418	-0.485410196625	-0.5483	-0.942477796077	0.4689	1	
20200424_205201.547230	0.352671151375	0.2521	-0.485410196625	-0.5433	-0.942477796077	0.4718	1	
20200424_205201.646805	0.352671151375	0.2644	-0.485410196625	-0.5369	-0.942477796077	0.4733	1	
20200424_205201.748007	0.352671151375	0.275	-0.485410196625	-0.5322	-0.942477796077	0.48	1	
20200424_205201.847200	0.352671151375	0.2847	-0.485410196625	-0.5264	-0.942477796077	0.4781	1	
20200424_205201.947639	0.665739561407	0.2928	-0.216311896062	-0.5228	-0.314159265359	0.4918	1	
20200424_205202.047541	0.665739561407	0.3065	-0.216311896062	-0.5161	-0.314159265359	0.5204	1	
20200424_205202.147133	0.665739561407	0.3208	-0.216311896062	-0.5092	-0.314159265359	0.5673	1	
20200424_205202.247568	0.665739561407	0.3375	-0.216311896062	-0.4993	-0.314159265359	0.605	1	
20200424_205202.347398	0.665739561407	0.3526	-0.216311896062	-0.4892	-0.314159265359	0.6303	1	
20200424_205202.448230	0.665739561407	0.3669	-0.216311896062	-0.479	-0.314159265359	0.6604	1	
20200424_205202.547854	0.665739561407	0.3825	-0.216311896062	-0.4672	-0.314159265359	0.6714	1	
20200424_205202.646868	0.665739561407	0.3975	-0.216311896062	-0.4538	-0.314159265359	0.6677	1	
20200424_205202.747069	0.665739561407	0.4133	-0.216311896062	-0.4423	-0.314159265359	0.6818	1	
20200424_205202.847135	0.665739561407	0.4294	-0.216311896062	-0.4298	-0.314159265359	0.6871	1	
