Time	X_Setpt	X_FB	Y_Setpt	Y_FB	Theta_Setpt	Theta_FB	Motion Status	
20200423_222126.338494	-0.5	-0.6926	6.12323399574e-17	-0.7475	3.14159265359	-2.2132	1	
20200423_222126.432918	-0.5	-0.6926	6.12323399574e-17	-0.7475	3.14159265359	-2.2137	1	
20200423_222126.533019	-0.5	-0.6924	6.12323399574e-17	-0.7514	3.14159265359	-2.268	1	
20200423_222126.632905	-0.5	-0.6905	6.12323399574e-17	-0.7551	3.14159265359	-2.343	1	
20200423_222126.733006	-0.5	-0.6898	6.12323399574e-17	-0.7587	3.14159265359	-2.4135	1	
20200423_222126.832903	-0.5	-0.6903	6.12323399574e-17	-0.7641	3.14159265359	-2.4903	1	
20200423_222126.932935	-0.5	-0.6901	6.12323399574e-17	-0.7691	3.14159265359	-2.5699	1	
20200423_222127.032805	-0.5	-0.691	6.12323399574e-17	-0.7728	3.14159265359	-2.6404	1	
20200423_222127.132923	-0.5	-0.6937	6.12323399574e-17	-0.7788	3.14159265359	-2.7171	1	
20200423_222127.233038	-0.5	-0.6962	6.12323399574e-17	-0.7837	3.14159265359	-2.791	1	
20200423_222127.332840	-0.5	-0.6998	6.12323399574e-17	-0.7892	3.14159265359	-2.8661	1	
20200423_222127.432865	-0.5	-0.7026	6.12323399574e-17	-0.7932	3.14159265359	-2.9347	1	
20200423_222127.532886	-0.5	-0.7083	6.12323399574e-17	-0.7976	3.14159265359	-3.0071	1	
20200423_222127.632828	-0.5	-0.714	6.12323399574e-17	-0.8025	3.14159265359	-3.0842	1	
20200423_222127.732889	-0.5	-0.7203	6.12323399574e-17	-0.8064	3.14159265359	3.1242	1	
20200423_222127.832923	-0.5	-0.7264	6.12323399574e-17	-0.809	3.14159265359	3.0558	1	
20200423_222127.933076	-0.5	-0.7342	6.12323399574e-17	-0.8119	3.14159265359	2.9869	1	
20200423_222128.032963	-0.5	-0.7404	6.12323399574e-17	-0.814	3.14159265359	2.9183	1	
20200423_222128.132849	-0.5	-0.7486	6.12323399574e-17	-0.8158	3.14159265359	2.846	1	
20200423_222128.232853	-0.5	-0.7562	6.12323399574e-17	-0.817	3.14159265359	2.7686	1	
20200423_222128.332913	-0.5	-0.7652	6.12323399574e-17	-0.818	3.14159265359	2.6869	1	
20200423_222128.432918	-0.5	-0.774	6.12323399574e-17	-0.8172	3.14159265359	2.6146	1	
20200423_222128.532944	-0.5	-0.7833	6.12323399574e-17	-0.8166	3.14159265359	2.5379	1	
20200423_222128.632883	-0.5	-0.7929	6.12323399574e-17	-0.8151	3.14159265359	2.455	1	
20200423_222128.732824	-0.5	-0.8016	6.12323399574e-17	-0.8116	3.14159265359	2.3939	1	
20200423_222128.832887	-0.5	-0.8103	6.12323399574e-17	-0.8089	3.14159265359	2.3196	1	
20200423_222128.932951	-0.5	-0.8199	6.12323399574e-17	-0.8033	3.14159265359	2.2452	1	
20200423_222129.032932	-0.5	-0.8276	6.12323399574e-17	-0.7994	3.14159265359	2.1709	1	
20200423_222129.132965	-0.5	-0.8358	6.12323399574e-17	-0.7941	3.14159265359	2.0946	1	
20200423_222129.232944	-0.5	-0.8437	6.12323399574e-17	-0.7875	3.14159265359	2.0202	1	
20200423_222129.332902	-0.5	-0.8493	6.12323399574e-17	-0.7814	3.14159265359	1.962	1	
20200423_222129.432891	-0.5	-0.8566	6.12323399574e-17	-0.7731	3.14159265359	1.8872	1	
20200423_222129.533004	-0.5	-0.8632	6.12323399574e-17	-0.7656	3.14159265359	1.8093	1	
20200423_222129.632920	-0.5	-0.8673	6.12323399574e-17	-0.7578	3.14159265359	1.7575	1	
20200423_222129.732923	-0.5	-0.8729	6.12323399574e-17	-0.7488	3.14159265359	1.6818	1	
20200423_222129.832938	-0.5	-0.8773	6.12323399574e-17	-0.7378	3.14159265359	1.6061	1	
20200423_222129.933091	-0.5	-0.8817	6.12323399574e-17	-0.7273	3.14159265359	1.5279	1	
20200423_222130.032936	-0.5	-0.8846	6.12323399574e-17	-0.7178	3.14159265359	1.4598	1	
20200423_222130.132980	-0.5	-0.8875	6.12323399574e-17	-0.708	3.14159265359	1.3815	1	
20200423_222130.232916	-0.5	-0.8886	6.12323399574e-17	-0.6973	3.14159265359	1.3083	1	
20200423_222130.332884	-0.5	-0.8898	6.12323399574e-17	-0.6876	3.14159265359	1.2353	1	
20200423_222130.432900	-0.5	-0.8902	6.12323399574e-17	-0.6761	3.14159265359	1.1664	1	
20200423_222130.533025	-0.5	-0.8894	6.12323399574e-17	-0.664	3.14159265359	1.0834	1	
20200423_222130.632779	-0.5	-0.8874	6.12323399574e-17	-0.6533	3.14159265359	1.0227	1	
20200423_222130.732998	-0.5	-0.8837	6.12323399574e-17	-0.6451	3.14159265359	0.9905	1	
20200423_222130.833023	-0.5	-0.8777	6.12323399574e-17	-0.6351	3.14159265359	0.9877	1	
20200423_222130.932947	-0.5	-0.8724	6.12323399574e-17	-0.6277	3.14159265359	0.9894	1	
20200423_222131.032990	-0.5	-0.8678	6.12323399574e-17	-0.6203	3.14159265359	0.9851	1	
20200423_222131.133072	-0.5	-0.8616	6.12323399574e-17	-0.6101	3.14159265359	0.9873	1	
20200423_222131.232950	-0.5	-0.8574	6.12323399574e-17	-0.6037	3.14159265359	0.9874	1	
20200423_222131.332990	-0.5	-0.8519	6.12323399574e-17	-0.5946	3.14159265359	0.9877	1	
20200423_222131.432988	-0.5	-0.8462	6.12323399574e-17	-0.5863	3.14159265359	0.9876	1	
20200423_222131.532871	-0.5	-0.8412	6.12323399574e-17	-0.5784	3.14159265359	0.9848	1	
20200423_222131.632891	-0.5	-0.8345	6.12323399574e-17	-0.5695	3.14159265359	0.9875	1	
20200423_222131.732942	-0.5	-0.8285	6.12323399574e-17	-0.561	3.14159265359	0.9868	1	
20200423_222131.832935	-0.5	-0.8233	6.12323399574e-17	-0.5536	3.14159265359	0.9883	1	
20200423_222131.932973	-0.5	-0.8193	6.12323399574e-17	-0.5472	3.14159265359	0.9842	1	
20200423_222132.032969	-0.5	-0.8141	6.12323399574e-17	-0.5388	3.14159265359	0.9858	1	
20200423_222132.132979	-0.5	-0.8078	6.12323399574e-17	-0.5297	3.14159265359	0.9843	1	
20200423_222132.232925	-0.5	-0.8036	6.12323399574e-17	-0.523	3.14159265359	0.9835	1	
20200423_222132.332891	-0.5	-0.7973	6.12323399574e-17	-0.5134	3.14159265359	0.9821	1	
20200423_222132.432937	-0.5	-0.792	6.12323399574e-17	-0.5057	3.14159265359	0.9795	1	
20200423_222132.533004	-0.5	-0.7868	6.12323399574e-17	-0.4985	3.14159265359	0.9796	1	
20200423_222132.632891	-0.5	-0.7808	6.12323399574e-17	-0.4894	3.14159265359	0.9769	1	
20200423_222132.732925	-0.5	-0.776	6.12323399574e-17	-0.4823	3.14159265359	0.9772	1	
20200423_222132.832914	-0.5	-0.7702	6.12323399574e-17	-0.4737	3.14159265359	0.9786	1	
20200423_222132.932895	-0.5	-0.7649	6.12323399574e-17	-0.4648	3.14159265359	0.9769	1	
20200423_222133.032966	-0.5	-0.7593	6.12323399574e-17	-0.4572	3.14159265359	0.9761	1	
20200423_222133.132925	-0.5	-0.7535	6.12323399574e-17	-0.4478	3.14159265359	0.9805	1	
20200423_222133.232940	-0.5	-0.749	6.12323399574e-17	-0.4407	3.14159265359	0.9799	1	
20200423_222133.332888	-0.5	-0.7427	6.12323399574e-17	-0.4312	3.14159265359	0.9797	1	
20200423_222133.432912	-0.5	-0.7385	6.12323399574e-17	-0.4239	3.14159265359	0.976	1	
20200423_222133.532917	-0.5	-0.7326	6.12323399574e-17	-0.4155	3.14159265359	0.9704	1	
20200423_222133.632889	-0.5	-0.7272	6.12323399574e-17	-0.4073	3.14159265359	0.9723	1	
20200423_222133.732899	-0.5	-0.7202	6.12323399574e-17	-0.401	3.14159265359	1.0107	1	
20200423_222133.832959	-0.5	-0.7139	6.12323399574e-17	-0.3958	3.14159265359	1.0747	1	
20200423_222133.933004	-0.5	-0.7076	6.12323399574e-17	-0.3861	3.14159265359	1.1061	1	
20200423_222134.032977	-0.5	-0.7032	6.12323399574e-17	-0.3782	3.14159265359	1.1168	1	
20200423_222134.132979	-0.5	-0.698	6.12323399574e-17	-0.3685	3.14159265359	1.1181	1	
20200423_222134.232922	-0.5	-0.6939	6.12323399574e-17	-0.3589	3.14159265359	1.1165	1	
20200423_222134.332889	-0.5	-0.6905	6.12323399574e-17	-0.3509	3.14159265359	1.1164	1	
20200423_222134.433017	-0.5	-0.6861	6.12323399574e-17	-0.3414	3.14159265359	1.1152	1	
20200423_222134.532839	-0.5	-0.6846	6.12323399574e-17	-0.3364	3.14159265359	1.1084	1	
20200423_222134.632906	-0.5	-0.6828	6.12323399574e-17	-0.3307	3.14159265359	1.0834	1	
20200423_222134.732933	-0.5	-0.6778	6.12323399574e-17	-0.3215	3.14159265359	1.0811	1	
