Time	X_Setpt	X_FB	Y_Setpt	Y_FB	Theta_Setpt	Theta_FB	Motion Status	
20200424_212120.298599	-0.4	-0.2573	4.89858719659e-17	-0.0212	3.14159265359	-3.1291	1	
20200424_212120.397592	-0.4	-0.2576	4.89858719659e-17	-0.0213	3.14159265359	-3.1319	1	
20200424_212120.497267	-0.4	-0.2646	4.89858719659e-17	-0.0227	3.14159265359	3.1331	1	
20200424_212120.596703	-0.4	-0.2785	4.89858719659e-17	-0.025	3.14159265359	3.0792	1	
20200424_212120.697273	-0.4	-0.2931	4.89858719659e-17	-0.0276	3.14159265359	3.0093	1	
20200424_212120.797470	-0.4	-0.3067	4.89858719659e-17	-0.0292	3.14159265359	2.9375	1	
20200424_212120.897012	-0.4	-0.3196	4.89858719659e-17	-0.0293	3.14159265359	2.8828	1	
20200424_212120.997172	-0.4	-0.3299	4.89858719659e-17	-0.0296	3.14159265359	2.8313	1	
20200424_212121.096841	-0.4	-0.3405	4.89858719659e-17	-0.0283	3.14159265359	2.791	1	
20200424_212121.197055	-0.4	-0.3429	4.89858719659e-17	-0.0259	3.14159265359	2.8125	1	
20200424_212121.297262	-0.4	-0.3422	4.89858719659e-17	-0.024	3.14159265359	2.8515	1	
20200424_212121.397705	-0.4	-0.3412	4.89858719659e-17	-0.0212	3.14159265359	2.9075	1	
20200424_212121.497123	-0.4	-0.3399	4.89858719659e-17	-0.0187	3.14159265359	2.962	1	
20200424_212121.596701	-0.4	-0.3386	4.89858719659e-17	-0.0162	3.14159265359	3.0128	1	
20200424_212121.697044	-0.4	-0.3373	4.89858719659e-17	-0.0138	3.14159265359	3.0677	1	
20200424_212121.797980	-0.4	-0.3374	4.89858719659e-17	-0.0109	3.14159265359	3.1161	0	
20200424_212121.897270	-0.4	-0.3367	4.89858719659e-17	-0.0098	3.14159265359	3.1362	0	
20200424_212121.997439	-0.4	-0.3362	4.89858719659e-17	-0.0099	3.14159265359	3.14	0	
20200424_212122.096757	-0.4	-0.3362	4.89858719659e-17	-0.0098	3.14159265359	3.1405	0	
20200424_212122.197645	-0.4	-0.3362	4.89858719659e-17	-0.0098	3.14159265359	3.14	0	
20200424_212122.296899	-0.4	-0.3361	4.89858719659e-17	-0.0098	3.14159265359	3.1407	0	
20200424_212122.397560	-0.4	-0.3361	4.89858719659e-17	-0.0098	3.14159265359	3.1406	0	
20200424_212122.497718	-0.4	-0.336	4.89858719659e-17	-0.0099	3.14159265359	3.1403	0	
20200424_212122.596726	-0.4	-0.336	4.89858719659e-17	-0.0098	3.14159265359	3.1405	0	
20200424_212122.696674	-0.4	-0.336	4.89858719659e-17	-0.0098	3.14159265359	3.1409	0	
20200424_212122.797358	-0.4	-0.3359	4.89858719659e-17	-0.0098	3.14159265359	3.1404	0	
20200424_212122.896821	-0.4	-0.336	4.89858719659e-17	-0.0099	3.14159265359	3.1404	0	
20200424_212122.997102	-0.4	-0.3359	4.89858719659e-17	-0.0098	3.14159265359	3.1406	0	
20200424_212123.097365	-0.4	-0.336	4.89858719659e-17	-0.0098	3.14159265359	3.1409	0	
20200424_212123.198322	-0.4	-0.3359	4.89858719659e-17	-0.0098	3.14159265359	3.1404	0	
20200424_212123.296927	-0.4	-0.3359	4.89858719659e-17	-0.0099	3.14159265359	3.1403	0	
20200424_212123.397241	-1.28493110371	-0.3363	-0.417499423896	-0.0087	-2.82743338823	-3.1197	1	
20200424_212123.497234	-1.28493110371	-0.3436	-0.417499423896	-0.0059	-2.82743338823	-3.0566	1	
20200424_212123.596696	-1.28493110371	-0.356	-0.417499423896	-0.0036	-2.82743338823	-2.9822	1	
20200424_212123.696722	-1.28493110371	-0.371	-0.417499423896	-0.0026	-2.82743338823	-2.91	1	
20200424_212123.798012	-1.28493110371	-0.3868	-0.417499423896	-0.0039	-2.82743338823	-2.8548	1	
20200424_212123.897082	-1.28493110371	-0.401	-0.417499423896	-0.0054	-2.82743338823	-2.8061	1	
20200424_212123.997002	-1.28493110371	-0.4166	-0.417499423896	-0.0103	-2.82743338823	-2.76	1	
20200424_212124.097753	-1.28493110371	-0.4333	-0.417499423896	-0.0162	-2.82743338823	-2.7399	1	
20200424_212124.197033	-1.28493110371	-0.4525	-0.417499423896	-0.0234	-2.82743338823	-2.7289	1	
20200424_212124.296891	-1.28493110371	-0.472	-0.417499423896	-0.0308	-2.82743338823	-2.7188	1	
20200424_212124.397423	-1.28493110371	-0.4915	-0.417499423896	-0.0394	-2.82743338823	-2.7168	1	
20200424_212124.496912	-1.28493110371	-0.5089	-0.417499423896	-0.0471	-2.82743338823	-2.7121	1	
