Time	X_Setpt	X_FB	Y_Setpt	Y_FB	Theta_Setpt	Theta_FB	Motion Status	
20200423_223611.256522	0.649519052838	-0.6245	-0.125	0.0268	0.523598775598	0.0176	1	
20200423_223611.352133	0.649519052838	-0.6245	-0.125	0.0269	0.523598775598	0.0157	1	
20200423_223611.452036	0.649519052838	-0.6184	-0.125	0.0289	0.523598775598	-0.0257	1	
20200423_223611.550882	0.649519052838	-0.6091	-0.125	0.0319	0.523598775598	-0.0854	1	
20200423_223611.650903	0.649519052838	-0.5996	-0.125	0.0342	0.523598775598	-0.1533	1	
20200423_223611.751429	0.649519052838	-0.5891	-0.125	0.0347	0.523598775598	-0.1867	1	
20200423_223611.850983	0.649519052838	-0.5777	-0.125	0.033	0.523598775598	-0.1961	1	
20200423_223611.951384	0.649519052838	-0.5688	-0.125	0.031	0.523598775598	-0.1971	1	
20200423_223612.051088	0.649519052838	-0.5583	-0.125	0.0298	0.523598775598	-0.1978	1	
20200423_223612.151414	0.649519052838	-0.5465	-0.125	0.0274	0.523598775598	-0.1974	1	
20200423_223612.250874	0.649519052838	-0.5401	-0.125	0.0261	0.523598775598	-0.1982	1	
20200423_223612.351438	0.649519052838	-0.5274	-0.125	0.0242	0.523598775598	-0.2001	1	
20200423_223612.450983	0.649519052838	-0.5186	-0.125	0.022	0.523598775598	-0.1978	1	
20200423_223612.550968	0.649519052838	-0.5076	-0.125	0.0204	0.523598775598	-0.1981	1	
20200423_223612.650980	0.649519052838	-0.4993	-0.125	0.0193	0.523598775598	-0.2004	1	
20200423_223612.750995	0.649519052838	-0.4886	-0.125	0.0168	0.523598775598	-0.2023	1	
20200423_223612.851422	0.649519052838	-0.4803	-0.125	0.0154	0.523598775598	-0.2031	1	
20200423_223612.950986	0.649519052838	-0.4691	-0.125	0.0132	0.523598775598	-0.2017	1	
20200423_223613.050941	0.649519052838	-0.4603	-0.125	0.0115	0.523598775598	-0.1999	1	
20200423_223613.150958	0.649519052838	-0.4498	-0.125	0.0097	0.523598775598	-0.1995	1	
20200423_223613.251470	0.649519052838	-0.4399	-0.125	0.0078	0.523598775598	-0.1983	1	
20200423_223613.351229	0.649519052838	-0.4323	-0.125	0.0061	0.523598775598	-0.2003	1	
20200423_223613.451612	0.649519052838	-0.4206	-0.125	0.0043	0.523598775598	-0.2015	1	
20200423_223613.551070	0.649519052838	-0.4122	-0.125	0.0024	0.523598775598	-0.2026	1	
20200423_223613.650975	0.649519052838	-0.4012	-0.125	-0.0004	0.523598775598	-0.2058	1	
20200423_223613.751073	0.649519052838	-0.3923	-0.125	-0.0023	0.523598775598	-0.2028	1	
20200423_223613.850970	0.649519052838	-0.3824	-0.125	-0.0063	0.523598775598	-0.1627	1	
20200423_223613.951213	0.649519052838	-0.3742	-0.125	-0.0087	0.523598775598	-0.1427	1	
20200423_223614.051220	0.649519052838	-0.3628	-0.125	-0.0094	0.523598775598	-0.1382	1	
20200423_223614.151189	0.649519052838	-0.3532	-0.125	-0.011	0.523598775598	-0.1345	1	
20200423_223614.251631	0.649519052838	-0.3426	-0.125	-0.0128	0.523598775598	-0.1358	1	
20200423_223614.351150	0.649519052838	-0.3336	-0.125	-0.0133	0.523598775598	-0.1363	1	
20200423_223614.452246	0.649519052838	-0.3238	-0.125	-0.0144	0.523598775598	-0.1354	1	
20200423_223614.550767	0.649519052838	-0.3137	-0.125	-0.016	0.523598775598	-0.1336	1	
20200423_223614.650883	0.649519052838	-0.3047	-0.125	-0.0172	0.523598775598	-0.135	1	
20200423_223614.750954	0.649519052838	-0.2948	-0.125	-0.0191	0.523598775598	-0.131	1	
20200423_223614.851751	0.649519052838	-0.2849	-0.125	-0.0205	0.523598775598	-0.1282	1	
20200423_223614.951098	0.649519052838	-0.2735	-0.125	-0.0219	0.523598775598	-0.1265	1	
20200423_223615.051381	0.649519052838	-0.2659	-0.125	-0.0229	0.523598775598	-0.129	1	
20200423_223615.151669	0.649519052838	-0.2557	-0.125	-0.0247	0.523598775598	-0.1287	1	
20200423_223615.251263	0.649519052838	-0.2464	-0.125	-0.0255	0.523598775598	-0.1304	1	
20200423_223615.351378	0.649519052838	-0.2348	-0.125	-0.0273	0.523598775598	-0.1267	1	
20200423_223615.451072	0.649519052838	-0.2269	-0.125	-0.0287	0.523598775598	-0.1257	1	
20200423_223615.550910	0.649519052838	-0.2174	-0.125	-0.0295	0.523598775598	-0.1281	1	
20200423_223615.650906	0.649519052838	-0.2086	-0.125	-0.0304	0.523598775598	-0.1282	1	
20200423_223615.751618	0.649519052838	-0.1986	-0.125	-0.032	0.523598775598	-0.1274	1	
20200423_223615.851146	0.649519052838	-0.1901	-0.125	-0.0325	0.523598775598	-0.1315	1	
20200423_223615.951034	0.649519052838	-0.1803	-0.125	-0.0334	0.523598775598	-0.1328	1	
20200423_223616.053802	0.649519052838	-0.1693	-0.125	-0.0348	0.523598775598	-0.1326	1	
20200423_223616.150895	0.649519052838	-0.1602	-0.125	-0.0352	0.523598775598	-0.1404	1	
20200423_223616.250746	0.649519052838	-0.1508	-0.125	-0.0373	0.523598775598	-0.1388	1	
20200423_223616.350992	0.649519052838	-0.1412	-0.125	-0.0381	0.523598775598	-0.1375	1	
20200423_223616.451082	0.649519052838	-0.1319	-0.125	-0.0391	0.523598775598	-0.1373	1	
20200423_223616.551237	0.649519052838	-0.121	-0.125	-0.0406	0.523598775598	-0.1374	1	
20200423_223616.650833	0.649519052838	-0.1111	-0.125	-0.0424	0.523598775598	-0.1347	1	
20200423_223616.751291	0.649519052838	-0.1028	-0.125	-0.0433	0.523598775598	-0.1306	1	
20200423_223616.851567	0.649519052838	-0.0941	-0.125	-0.0461	0.523598775598	-0.1241	1	
20200423_223616.951170	0.649519052838	-0.0843	-0.125	-0.0479	0.523598775598	-0.1264	1	
20200423_223617.051205	0.649519052838	-0.0735	-0.125	-0.0479	0.523598775598	-0.1322	1	
20200423_223617.151431	0.649519052838	-0.0619	-0.125	-0.0478	0.523598775598	-0.1292	1	
20200423_223617.252048	0.649519052838	-0.0524	-0.125	-0.0488	0.523598775598	-0.1296	1	
20200423_223617.351051	0.649519052838	-0.0409	-0.125	-0.0511	0.523598775598	-0.1238	1	
20200423_223617.451164	0.649519052838	-0.0328	-0.125	-0.0531	0.523598775598	-0.1238	1	
20200423_223617.551157	0.649519052838	-0.0231	-0.125	-0.0539	0.523598775598	-0.1237	1	
20200423_223617.650835	0.649519052838	-0.012	-0.125	-0.0553	0.523598775598	-0.1247	1	
20200423_223617.751045	0.649519052838	-0.0013	-0.125	-0.0566	0.523598775598	-0.1211	1	
20200423_223617.851166	0.649519052838	0.0056	-0.125	-0.0576	0.523598775598	-0.121	1	
20200423_223617.951144	0.649519052838	0.0167	-0.125	-0.059	0.523598775598	-0.123	1	
20200423_223618.051057	0.649519052838	0.0254	-0.125	-0.0597	0.523598775598	-0.1241	1	
20200423_223618.151019	0.649519052838	0.0357	-0.125	-0.0615	0.523598775598	-0.1208	1	
20200423_223618.251204	0.649519052838	0.0461	-0.125	-0.0628	0.523598775598	-0.1202	1	
20200423_223618.351027	0.649519052838	0.0546	-0.125	-0.0633	0.523598775598	-0.1225	1	
20200423_223618.451779	0.649519052838	0.0644	-0.125	-0.0644	0.523598775598	-0.1232	1	
20200423_223618.551295	0.649519052838	0.0745	-0.125	-0.066	0.523598775598	-0.1171	1	
