Time	X_Setpt	X_FB	Y_Setpt	Y_FB	Theta_Setpt	Theta_FB	Motion Status	
20200423_225047.072742	1.125	0.8853	0.0	-0.6503	0.0	-0.6509	1	
20200423_225047.166335	1.125	0.8846	0.0	-0.6493	0.0	-0.6227	1	
20200423_225047.266328	1.125	0.8856	0.0	-0.653	0.0	-0.5276	1	
20200423_225047.366324	1.125	0.8925	0.0	-0.6587	0.0	-0.5061	1	
20200423_225047.466317	1.125	0.8982	0.0	-0.6643	0.0	-0.4336	1	
20200423_225047.566241	1.125	0.9029	0.0	-0.6692	0.0	-0.3569	1	
20200423_225047.666239	1.125	0.9089	0.0	-0.6735	0.0	-0.2869	1	
20200423_225047.766409	1.125	0.9146	0.0	-0.6776	0.0	-0.2028	1	
20200423_225047.866343	1.125	0.922	0.0	-0.6815	0.0	-0.1282	1	
20200423_225047.966307	1.125	0.93	0.0	-0.6846	0.0	-0.0544	1	
20200423_225048.066281	1.125	0.9381	0.0	-0.6871	0.0	0.019	1	
20200423_225048.166275	1.125	0.9465	0.0	-0.6892	0.0	0.095	1	
20200423_225048.266227	1.125	0.9554	0.0	-0.6904	0.0	0.17	1	
20200423_225048.366304	1.125	0.9644	0.0	-0.6914	0.0	0.2435	1	
20200423_225048.466528	1.125	0.9722	0.0	-0.6911	0.0	0.3123	1	
20200423_225048.566132	1.125	0.9808	0.0	-0.6908	0.0	0.388	1	
20200423_225048.666246	1.125	0.9902	0.0	-0.6892	0.0	0.4548	1	
20200423_225048.766246	1.125	1.0009	0.0	-0.6865	0.0	0.5395	1	
20200423_225048.866273	1.125	1.0089	0.0	-0.6842	0.0	0.6314	1	
20200423_225048.966279	1.125	1.0174	0.0	-0.68	0.0	0.6832	1	
20200423_225049.066293	1.125	1.0262	0.0	-0.6745	0.0	0.7576	1	
20200423_225049.166284	1.125	1.0348	0.0	-0.6702	0.0	0.833	1	
20200423_225049.266479	1.125	1.0442	0.0	-0.6642	0.0	0.9246	1	
20200423_225049.366239	1.125	1.0507	0.0	-0.6584	0.0	0.9957	1	
20200423_225049.466225	1.125	1.0588	0.0	-0.6504	0.0	1.0631	1	
20200423_225049.566368	1.125	1.0655	0.0	-0.6418	0.0	1.1418	1	
20200423_225049.666161	1.125	1.0713	0.0	-0.6322	0.0	1.2281	1	
20200423_225049.766183	1.125	1.0758	0.0	-0.6244	0.0	1.3026	1	
20200423_225049.866245	1.125	1.0819	0.0	-0.6145	0.0	1.3913	1	
20200423_225049.966357	1.125	1.0857	0.0	-0.6056	0.0	1.4567	1	
20200423_225050.066230	1.125	1.089	0.0	-0.5969	0.0	1.5034	1	
20200423_225050.166323	0.910144118672	1.0906	0.661258408829	-0.5857	0.628318530718	1.5882	1	
20200423_225050.266231	0.910144118672	1.0927	0.661258408829	-0.5756	0.628318530718	1.628	1	
20200423_225050.366297	0.910144118672	1.0932	0.661258408829	-0.5657	0.628318530718	1.7012	1	
