Time	X_Setpt	X_FB	Y_Setpt	Y_FB	Theta_Setpt	Theta_FB	Motion Status	
20200423_223806.457481	0.75	0.6157	-1.0	-0.1568	0.0	0.5298	1	
20200423_223806.559272	0.75	0.6157	-1.0	-0.1567	0.0	0.5285	1	
20200423_223806.658104	0.75	0.6174	-1.0	-0.155	0.0	0.5041	1	
20200423_223806.758047	0.75	0.6207	-1.0	-0.1506	0.0	0.4547	1	
20200423_223806.857817	0.75	0.6255	-1.0	-0.1442	0.0	0.3853	1	
20200423_223806.958490	0.75	0.6307	-1.0	-0.1388	0.0	0.316	1	
20200423_223807.058000	0.75	0.6357	-1.0	-0.1331	0.0	0.2349	1	
20200423_223807.157921	0.75	0.6409	-1.0	-0.1286	0.0	0.17	1	
20200423_223807.258433	0.75	0.6458	-1.0	-0.1228	0.0	0.1011	1	
20200423_223807.358645	0.75	0.6516	-1.0	-0.118	0.0	0.0201	1	
20200423_223807.458167	0.75	0.6576	-1.0	-0.1138	0.0	-0.0536	1	
20200423_223807.558868	0.75	0.6679	-1.0	-0.1123	0.0	-0.1343	1	
20200423_223807.659162	0.75	0.6734	-1.0	-0.1082	0.0	-0.197	1	
20200423_223807.757651	0.75	0.6795	-1.0	-0.1077	0.0	-0.2253	1	
20200423_223807.858318	0.75	0.6795	-1.0	-0.1077	0.0	-0.2253	1	
20200423_223807.957742	0.75	0.6997	-1.0	-0.1051	0.0	-0.4028	1	
20200423_223808.057839	0.75	0.7096	-1.0	-0.1052	0.0	-0.4799	1	
20200423_223808.158146	0.75	0.7189	-1.0	-0.1072	0.0	-0.5408	1	
20200423_223808.258414	0.75	0.7247	-1.0	-0.1079	0.0	-0.5874	1	
20200423_223808.357805	0.75	0.7346	-1.0	-0.1104	0.0	-0.658	1	
20200423_223808.457892	0.75	0.7346	-1.0	-0.1104	0.0	-0.658	1	
20200423_223808.558041	0.75	0.7346	-1.0	-0.1104	0.0	-0.658	1	
20200423_223808.658311	0.75	0.7346	-1.0	-0.1104	0.0	-0.658	1	
20200423_223808.758149	0.75	0.7346	-1.0	-0.1104	0.0	-0.658	1	
20200423_223808.859213	0.75	0.7859	-1.0	-0.1372	0.0	-1.0692	1	
20200423_223808.957723	0.75	0.7938	-1.0	-0.1443	0.0	-1.1424	1	
20200423_223809.057771	0.75	0.7999	-1.0	-0.1508	0.0	-1.2142	1	
20200423_223809.159493	0.75	0.8065	-1.0	-0.1579	0.0	-1.2788	1	
20200423_223809.258126	0.75	0.8065	-1.0	-0.1579	0.0	-1.2788	1	
20200423_223809.359360	0.75	0.8065	-1.0	-0.1579	0.0	-1.2788	1	
20200423_223809.457648	0.75	0.8065	-1.0	-0.1579	0.0	-1.2788	1	
20200423_223809.559776	0.75	0.8065	-1.0	-0.1579	0.0	-1.2788	1	
20200423_223809.659063	0.75	0.8065	-1.0	-0.1579	0.0	-1.2788	1	
20200423_223809.758475	0.75	0.8319	-1.0	-0.2136	0.0	-1.6821	1	
20200423_223809.858837	0.75	0.8319	-1.0	-0.2136	0.0	-1.6821	1	
20200423_223809.957915	0.75	0.8352	-1.0	-0.2426	0.0	-1.839	1	
20200423_223810.058782	0.75	0.8326	-1.0	-0.251	0.0	-1.836	1	
20200423_223810.157780	0.75	0.8277	-1.0	-0.2597	0.0	-1.7871	1	
20200423_223810.258485	0.75	0.8236	-1.0	-0.268	0.0	-1.7332	1	
20200423_223810.359078	0.75	0.8189	-1.0	-0.2771	0.0	-1.6658	1	
20200423_223810.458632	0.75	0.8179	-1.0	-0.2825	0.0	-1.6498	1	
20200423_223810.560235	0.75	0.8179	-1.0	-0.2825	0.0	-1.6498	1	
20200423_223810.657618	0.75	0.8151	-1.0	-0.3039	0.0	-1.6368	1	
20200423_223810.757665	0.75	0.815	-1.0	-0.3155	0.0	-1.6397	1	
20200423_223810.859955	0.75	0.8145	-1.0	-0.3238	0.0	-1.645	1	
20200423_223810.958776	0.75	0.8138	-1.0	-0.3329	0.0	-1.644	1	
20200423_223811.057681	0.75	0.8131	-1.0	-0.3449	0.0	-1.6442	1	
20200423_223811.157734	0.75	0.8131	-1.0	-0.3527	0.0	-1.6439	1	
