Time	X_Setpt	X_FB	Y_Setpt	Y_FB	Theta_Setpt	Theta_FB	Motion Status	
20200423_223806.457709	1.125	0.9534	-1.0	0.0473	0.0	0.5388	1	
20200423_223806.556963	1.125	0.9534	-1.0	0.0476	0.0	0.5299	1	
20200423_223806.656403	1.125	0.9553	-1.0	0.0495	0.0	0.4935	1	
20200423_223806.756542	1.125	0.9586	-1.0	0.0527	0.0	0.4451	1	
20200423_223806.857120	1.125	0.9629	-1.0	0.057	0.0	0.3835	1	
20200423_223806.956705	1.125	0.9664	-1.0	0.0609	0.0	0.3022	1	
20200423_223807.056466	1.125	0.9714	-1.0	0.0655	0.0	0.2258	1	
20200423_223807.156609	1.125	0.976	-1.0	0.0682	0.0	0.157	1	
20200423_223807.256769	1.125	0.9804	-1.0	0.0713	0.0	0.0842	1	
20200423_223807.356616	1.125	0.9858	-1.0	0.0744	0.0	0.0066	1	
20200423_223807.456713	1.125	0.9915	-1.0	0.0764	0.0	-0.0709	1	
20200423_223807.556898	1.125	0.9988	-1.0	0.0783	0.0	-0.1343	1	
20200423_223807.656747	1.125	1.0055	-1.0	0.0797	0.0	-0.205	1	
20200423_223807.756973	1.125	1.0119	-1.0	0.0804	0.0	-0.2695	1	
20200423_223807.856702	1.125	1.0192	-1.0	0.0804	0.0	-0.355	1	
20200423_223807.956235	1.125	1.0275	-1.0	0.0795	0.0	-0.4297	1	
20200423_223808.056326	1.125	1.0352	-1.0	0.0785	0.0	-0.4988	1	
20200423_223808.156638	1.125	1.0424	-1.0	0.0768	0.0	-0.5732	1	
20200423_223808.257278	1.125	1.051	-1.0	0.0741	0.0	-0.6457	1	
20200423_223808.356229	1.125	1.0582	-1.0	0.0721	0.0	-0.7265	1	
20200423_223808.456523	1.125	1.0655	-1.0	0.0679	0.0	-0.7982	1	
20200423_223808.555917	1.125	1.0717	-1.0	0.0639	0.0	-0.8642	1	
20200423_223808.656165	1.125	1.0768	-1.0	0.061	0.0	-0.9351	1	
20200423_223808.756634	1.125	1.083	-1.0	0.0553	0.0	-0.9876	1	
20200423_223808.857010	1.125	1.0893	-1.0	0.0503	0.0	-1.0794	1	
20200423_223808.957963	1.125	1.0962	-1.0	0.0435	0.0	-1.1451	1	
20200423_223809.058148	1.125	1.1017	-1.0	0.0357	0.0	-1.2237	1	
20200423_223809.156170	1.125	1.1077	-1.0	0.0272	0.0	-1.3023	1	
20200423_223809.256156	1.125	1.1128	-1.0	0.0183	0.0	-1.3786	1	
20200423_223809.356513	1.125	1.1169	-1.0	0.0099	0.0	-1.4564	1	
20200423_223809.456437	1.125	1.1197	-1.0	0.0015	0.0	-1.5305	1	
20200423_223809.556976	1.125	1.1225	-1.0	-0.0061	0.0	-1.585	1	
20200423_223809.656292	1.125	1.1237	-1.0	-0.0164	0.0	-1.6309	1	
20200423_223809.756623	1.125	1.1233	-1.0	-0.0221	0.0	-1.6311	1	
20200423_223809.856851	1.125	1.1229	-1.0	-0.0314	0.0	-1.6398	1	
20200423_223809.956737	1.125	1.1225	-1.0	-0.0414	0.0	-1.6268	1	
20200423_223810.056699	1.125	1.1219	-1.0	-0.0509	0.0	-1.6269	1	
20200423_223810.156812	1.125	1.1207	-1.0	-0.0608	0.0	-1.6272	1	
20200423_223810.256632	1.125	1.1203	-1.0	-0.072	0.0	-1.6285	1	
20200423_223810.357055	1.125	1.1204	-1.0	-0.0808	0.0	-1.6264	1	
20200423_223810.456315	1.125	1.119	-1.0	-0.0911	0.0	-1.6241	1	
20200423_223810.557280	1.125	1.1182	-1.0	-0.1011	0.0	-1.6217	1	
20200423_223810.656508	1.125	1.1178	-1.0	-0.1088	0.0	-1.6237	1	
20200423_223810.756863	1.125	1.1169	-1.0	-0.1203	0.0	-1.6342	1	
20200423_223810.856807	1.125	1.1167	-1.0	-0.1293	0.0	-1.6251	1	
20200423_223810.957418	1.125	1.1167	-1.0	-0.1407	0.0	-1.6268	1	
20200423_223811.056301	1.125	1.1153	-1.0	-0.1484	0.0	-1.6233	1	
20200423_223811.157217	1.125	1.1148	-1.0	-0.1589	0.0	-1.6245	1	
20200423_223811.256891	1.125	1.1146	-1.0	-0.1699	0.0	-1.6265	1	
20200423_223811.356780	1.125	1.114	-1.0	-0.1783	0.0	-1.6387	1	
20200423_223811.456422	1.125	1.1133	-1.0	-0.1888	0.0	-1.6369	1	
20200423_223811.556672	1.125	1.1122	-1.0	-0.1981	0.0	-1.6238	1	
20200423_223811.658507	1.125	1.1116	-1.0	-0.2086	0.0	-1.6257	1	
20200423_223811.756734	1.125	1.1111	-1.0	-0.2174	0.0	-1.6218	1	
20200423_223811.857661	1.125	1.1105	-1.0	-0.2279	0.0	-1.6227	1	
20200423_223811.956990	1.125	1.1101	-1.0	-0.238	0.0	-1.6167	1	
20200423_223812.056777	1.125	1.1096	-1.0	-0.2479	0.0	-1.6175	1	
20200423_223812.157799	1.125	1.1099	-1.0	-0.2572	0.0	-1.6202	1	
20200423_223812.256367	1.125	1.1094	-1.0	-0.2671	0.0	-1.6098	1	
20200423_223812.356725	1.125	1.1082	-1.0	-0.2782	0.0	-1.6091	1	
