Time	X_Setpt	X_FB	Y_Setpt	Y_FB	Theta_Setpt	Theta_FB	Motion Status	
20200423_223806.457359	0.375	0.2928	-1.0	-0.3232	0.0	0.5453	1	
20200423_223806.555218	0.375	0.2935	-1.0	-0.3234	0.0	0.5479	1	
20200423_223806.655078	0.375	0.2953	-1.0	-0.3216	0.0	0.5227	1	
20200423_223806.755132	0.375	0.2988	-1.0	-0.3183	0.0	0.4652	1	
20200423_223806.855277	0.375	0.3019	-1.0	-0.3151	0.0	0.3894	1	
20200423_223806.955117	0.375	0.3074	-1.0	-0.311	0.0	0.3168	1	
20200423_223807.055264	0.375	0.3109	-1.0	-0.3078	0.0	0.2427	1	
20200423_223807.155061	0.375	0.3165	-1.0	-0.3049	0.0	0.1656	1	
20200423_223807.255140	0.375	0.3211	-1.0	-0.303	0.0	0.099	1	
20200423_223807.355111	0.375	0.3274	-1.0	-0.3004	0.0	0.0224	1	
20200423_223807.455175	0.375	0.3328	-1.0	-0.2986	0.0	-0.0599	1	
20200423_223807.555237	0.375	0.3397	-1.0	-0.297	0.0	-0.1339	1	
20200423_223807.655601	0.375	0.3468	-1.0	-0.2967	0.0	-0.2159	1	
20200423_223807.755067	0.375	0.3542	-1.0	-0.2958	0.0	-0.2926	1	
20200423_223807.855118	0.375	0.362	-1.0	-0.2964	0.0	-0.369	1	
20200423_223807.955088	0.375	0.3692	-1.0	-0.2974	0.0	-0.4392	1	
20200423_223808.055084	0.375	0.3769	-1.0	-0.2989	0.0	-0.5062	1	
20200423_223808.155056	0.375	0.3842	-1.0	-0.3006	0.0	-0.5798	1	
20200423_223808.255202	0.375	0.3905	-1.0	-0.3035	0.0	-0.6396	1	
20200423_223808.355087	0.375	0.399	-1.0	-0.3077	0.0	-0.7181	1	
20200423_223808.455066	0.375	0.4053	-1.0	-0.3116	0.0	-0.7868	1	
20200423_223808.555015	0.375	0.4118	-1.0	-0.3161	0.0	-0.8656	1	
20200423_223808.655060	0.375	0.4191	-1.0	-0.3222	0.0	-0.9284	1	
20200423_223808.755028	0.375	0.4252	-1.0	-0.3273	0.0	-0.9965	1	
20200423_223808.855185	0.375	0.4305	-1.0	-0.3326	0.0	-1.0723	1	
20200423_223808.955263	0.375	0.4365	-1.0	-0.3402	0.0	-1.1456	1	
